instancia,estructura,m,purchase_total,query_total,lend_total,receive_total,dispose_total,query_successful,query_failed,lend_successful,lend_failed,receive_successful,receive_failed,final_size,final_height,elapsed_seconds
18,BST,131072,45758,39638,19499,13147,13030,1688,37950,737,18762,4,13143,43315,36,0.068656262
18,RedBlackBST,131072,45758,39638,19499,13147,13030,1688,37950,615,18884,10,13137,43315,21,0.058642176
19,BST,131072,46033,39402,19664,13070,12903,1679,37723,782,18882,2,13068,43511,38,0.066387324
19,RedBlackBST,131072,46033,39402,19664,13070,12903,1679,37723,657,19007,5,13065,43511,21,0.061463023
20,BST,131072,45952,39307,19680,13110,13023,1650,37657,721,18959,3,13107,43476,35,0.070050154
20,RedBlackBST,131072,45952,39307,19680,13110,13023,1650,37657,610,19070,8,13102,43476,21,0.070015942
21,BST,131072,45861,39246,19774,13004,13187,1646,37600,706,19068,5,12999,43354,33,0.076406815
21,RedBlackBST,131072,45861,39246,19774,13004,13187,1646,37600,583,19191,14,12990,43354,21,0.058918387
22,BST,131072,45986,39278,19843,12971,12994,1697,37581,712,19131,6,12965,43473,35,0.066994863
22,RedBlackBST,131072,45986,39278,19843,12971,12994,1697,37581,593,19250,10,12961,43473,20,0.058101202
23,BST,131072,46078,39269,19601,13042,13082,1668,37601,713,18888,0,13042,43647,38,0.060262159
23,RedBlackBST,131072,46078,39269,19601,13042,13082,1668,37601,590,19011,6,13036,43647,21,0.055607642
24,BST,131072,45948,39158,19790,13041,13135,1685,37473,749,19041,5,13036,43437,34,0.065515034
24,RedBlackBST,131072,45948,39158,19790,13041,13135,1685,37473,637,19153,11,13030,43437,21,0.058103318
25,BST,131072,45579,39677,19698,13060,13058,1624,38053,703,18995,4,13056,43155,37,0.062747789
25,RedBlackBST,131072,45579,39677,19698,13060,13058,1624,38053,582,19116,10,13050,43155,20,0.056926023
26,BST,131072,45968,39250,19598,13224,13032,1651,37599,726,18872,6,13218,43502,37,0.06087754
26,RedBlackBST,131072,45968,39250,19598,13224,13032,1651,37599,603,18995,7,13217,43502,20,0.058775423
27,BST,131072,45880,39307,19633,13076,13176,1686,37621,756,18877,4,13072,43410,35,0.069093711
27,RedBlackBST,131072,45880,39307,19633,13076,13176,1686,37621,641,18992,4,13072,43410,21,0.066485169
28,BST,131072,45704,39237,19759,13335,13037,1668,37569,736,19023,3,13332,43301,35,0.065495518
28,RedBlackBST,131072,45704,39237,19759,13335,13037,1668,37569,621,19138,8,13327,43301,21,0.067238123
29,BST,131072,46053,39472,19504,13064,12979,1609,37863,750,18754,3,13061,43652,34,0.073287888
29,RedBlackBST,131072,46053,39472,19504,13064,12979,1609,37863,624,18880,8,13056,43652,20,0.062269993
30,BST,131072,45775,39238,19661,13224,13174,1672,37566,751,18910,6,13218,43337,35,0.060203194
30,RedBlackBST,131072,45775,39238,19661,13224,13174,1672,37566,639,19022,11,13213,43337,20,0.055691148
