instancia,estructura,m,purchase_total,query_total,lend_total,receive_total,dispose_total,query_successful,query_failed,lend_successful,lend_failed,receive_successful,receive_failed,final_size,final_height,elapsed_seconds
26,BST,524288,183544,157508,78799,52508,51929,6739,150769,2960,75839,7,52501,173535,44,0.457390483
26,RedBlackBST,524288,183544,157508,78799,52508,51929,6739,150769,2499,76300,28,52480,173535,23,0.442063791
27,BST,524288,183500,156896,78654,52819,52419,6556,150340,3021,75633,7,52812,173593,47,0.428164149
27,RedBlackBST,524288,183500,156896,78654,52819,52419,6556,150340,2550,76104,30,52789,173593,24,0.409032249
28,BST,524288,183304,157638,78545,52531,52270,6642,150996,2999,75546,22,52509,173349,40,0.422527689
28,RedBlackBST,524288,183304,157638,78545,52531,52270,6642,150996,2525,76020,39,52492,173349,23,0.406254326
29,BST,524288,183751,157036,78753,52327,52421,6468,150568,3046,75707,16,52311,173735,39,0.431485731
29,RedBlackBST,524288,183751,157036,78753,52327,52421,6468,150568,2525,76228,37,52290,173735,23,0.408166047
30,BST,524288,183208,157002,78709,52680,52689,6594,150408,2980,75729,12,52668,173337,41,0.42894625
30,RedBlackBST,524288,183208,157002,78709,52680,52689,6594,150408,2509,76200,36,52644,173337,23,0.418342729
